Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 2, 10, 300, 208, 208, 0, 19.5164291966307 
5, 2, 11, 300, 208, 208, 0, 19.3368900167691 
5, 2, 12, 300, 208, 208, 0, 19.1590024872571 
5, 2, 13, 300, 208, 208, 0, 18.9827514139244 
5, 2, 14, 300, 208, 208, 0, 18.8081217423777 
5, 2, 15, 300, 208, 208, 0, 18.6350985567149 
5, 2, 16, 300, 208, 208, 0, 18.4636670782511 
5, 2, 17, 300, 208, 208, 0, 18.2938126642563 
5, 2, 18, 300, 208, 208, 0, 18.1255208067043 
5, 2, 19, 300, 208, 208, 0, 17.9587771310343 
5, 2, 2, 300, 209, 209, 0, 101.77644835938 
5, 2, 3, 300, 209, 209, 0, 71.9668168 
5, 2, 4, 300, 209, 209, 0, 50.88822417969 
5, 2, 5, 300, 209, 209, 0, 35.9834084 
5, 2, 6, 300, 209, 209, 0, 25.444112089845 
5, 2, 7, 300, 209, 209, 0, 17.9917042 
5, 2, 8, 300, 209, 209, 0, 12.7220560449225 
5, 2, 9, 300, 209, 209, 0, 8.9958521 
5, 2, 10, 300, 209, 209, 0, 6.36102802246125 
5, 2, 11, 300, 209, 209, 0, 4.49792605 
5, 2, 12, 300, 209, 209, 0, 3.18051401123062 
5, 2, 13, 300, 209, 209, 0, 2.248963025 
5, 2, 14, 300, 209, 209, 0, 1.59025700561531 
5, 2, 15, 300, 209, 209, 0, 1.1244815125 
